Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68159be84714c12bd0ce2a02,60aad516e34718d318bfb44d,RETURNED,Not Applicable,2025-05-03T04:32:10.312000Z,,,,,,2327,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68159c6e6b5b461417265e66,67a9c8a7250c81c9519ca11e,TIMED-OUT,Not Applicable,2025-05-03T04:33:00.665000Z,,,,1033810.0,,414,English,37,Female,White,United States,United States,United States,English,No,Full-Time
68159c8465189d1cce92a40a,67e12acb51605ac16c227598,RETURNED,Not Applicable,2025-05-03T04:33:08.781000Z,2025-05-03T05:18:31.347000Z,2025-05-03T20:19:34.640000Z,2025-05-03T05:18:31.826000Z,,NOCODE,67,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68159c85bc47d2efb959a1d3,67d247a7a9fd980d0ba29146,RETURNED,Not Applicable,2025-05-03T04:33:09.162000Z,,,,,,30,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68159d3a130b3429f5ec4bc8,66967b12b71634533c3138ea,RETURNED,Not Applicable,2025-05-03T04:36:10.074000Z,,,,,,354,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815a0af0a25aef4ee861cd0,67f7bb9aaa1cb67247023347,RETURNED,Not Applicable,2025-05-03T04:50:55.731000Z,2025-05-03T05:26:39.740000Z,,2025-05-03T05:26:40.241000Z,,CRYM76XF,124,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815a5cb91d2674a951a9c5f,67f8e9245064563e35ed9e9c,RETURNED,Not Applicable,2025-05-03T05:12:43.396000Z,,,,,,77,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815a81077c953421bb3c45d,67e12acb51605ac16c227598,RETURNED,Not Applicable,2025-05-03T05:22:24.081000Z,,,,,,67,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815a9e5af8067b0a08a0b49,67dbb1fef3c51a422079a857,RETURNED,Not Applicable,2025-05-03T05:30:13.583000Z,2025-05-03T05:49:37.724000Z,,2025-05-03T05:49:38.151000Z,,CRYM76XF,229,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815a9e96698064f90c747b8,67d00e89869f56bc67682c09,RETURNED,Not Applicable,2025-05-03T05:30:17.459000Z,,,,,,72,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815ac79944de980e9c6c6ee,67d6f21e07069bfe931bd51b,RETURNED,Not Applicable,2025-05-03T05:41:13.291000Z,,,,,,62,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815ad820c4d0d7ec0cf7305,6813ee94347bb13e5862b369,RETURNED,Not Applicable,2025-05-03T05:45:38.538000Z,2025-05-03T05:58:41.039000Z,,2025-05-03T05:58:41.592000Z,,CRYM76XF,14,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815afc5c9db567ebcff992e,67f3619e16d4ca195fbd1bd0,RETURNED,Not Applicable,2025-05-03T05:55:20.556000Z,,,,,,52,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815b33d6488aae6913c1baf,6813ee94347bb13e5862b369,RETURNED,Not Applicable,2025-05-03T06:10:05.500000Z,,,,,,14,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815b4ed8f5cf71115b9e767,67ee3a3355b21ad4bf59a2c8,RETURNED,Not Applicable,2025-05-03T06:17:17.062000Z,,,,,,64,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815b89172c9811596de8122,67d046be60d06ac435106f0d,RETURNED,Not Applicable,2025-05-03T06:33:02.409000Z,,,,,,377,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815bb75e13bc47ccec0c141,62db2644ab0a3a353c0dcb54,RETURNED,Not Applicable,2025-05-03T06:56:00.054000Z,,,,,,3969,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815c0da7d62e7d0e20e79a0,674032299dbcc4a16fce0962,RETURNED,Not Applicable,2025-05-03T07:09:10.819000Z,,,,,,49,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815c555fb6e8102f94a4941,67e8891f804abbe65ff993ad,RETURNED,Not Applicable,2025-05-03T07:27:22.516000Z,,,,,,903,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815c67350e60972cc980865,66ce0b89537092b0c5d9f580,RETURNED,Not Applicable,2025-05-03T07:32:03.454000Z,,,,,,14,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6815cbe68297a054c7642c0a,67e1152fe716c33597b9184a,REJECTED,Not Applicable,2025-05-03T07:55:18.486000Z,2025-05-03T08:13:27.710000Z,2025-05-03T20:22:59.827000Z,2025-05-03T08:13:28.316000Z,1090.0,CRYM76XF,124,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
