StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q52,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,PROLIFIC_PID,num_valid_steps_left,num_valid_steps_right,max_steps_left,max_steps_right,CorrectLeftDataEntry,CorrectRightDataEntry,SoftFlag,Flagged
2025-05-09 15:34:55,2025-05-09 16:05:48,IP Address,87.114.73.241,100,1853,True,2025-05-09 16:05:49,R_2dMiJQNgGTesd84,,,,,53.6503,-3.0108,anonymous,EN,63af557b3d4f219c3226b7d6,"Please review Glasgow Celtic's fixtures from this season 2024/2025 so far and tell me how many goals they have scored across all competitive competitions and then review the goals and give me the distribution of goals in 10 minute intervals of games, e.g.0-10 minutes, 11-20 minutes21-30 minutes etc all the way up to 90 minutes and then include injury time as a separate interval.",GlasgowCelticgoals1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,09_05_2025_21_42_22_kZY,Correct,Correct,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,09_05_2025_21_42_22_SdT,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,63af557b3d4f219c3226b7d6,5.0,1.0,9.0,1.0,False,True,True,False
2025-05-09 15:23:27,2025-05-09 16:12:01,IP Address,216.120.189.104,100,2914,True,2025-05-09 16:12:02,R_8wt7STKtbJLAHS3,,,,,51.5081,-0.1278,anonymous,EN,67402c1286cd87fe38f29ffd,"give me a recipe for making pasta with cheese from the top 3 cooking websites, make it environmentally sustainable.",cooking recipe,Yes - text was produced showing the agent working through the task,"A lot of instructions to read and understand, but they were clear and direct. ","Yes, I can identify the steps from the model's output",,09_05_2025_21_36_59_crp,correct,correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,09_05_2025_21_36_59_AvQ,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,left,67402c1286cd87fe38f29ffd,3.0,1.0,3.0,1.0,True,True,False,False
2025-05-09 15:30:34,2025-05-09 16:13:54,IP Address,99.255.104.245,100,2599,True,2025-05-09 16:13:54,R_1eUEZ3u2lJxihkN,,,,,43.4228,-80.3618,anonymous,EN,6544fd514964fea23051c3b7,List out the symptoms of Vitamin D deficiency from WebMd and any other medical website,WebMd_query1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,09_05_2025_21_40_30_XjR,Correct,Correct,incorrect,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,09_05_2025_21_40_30_YEs,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,6544fd514964fea23051c3b7,8.0,3.0,8.0,3.0,True,True,False,False
2025-05-09 15:38:12,2025-05-09 16:21:41,IP Address,142.186.128.103,100,2608,True,2025-05-09 16:21:41,R_3TyGUyodtUotDX6,,,,,43.7321,-79.5096,anonymous,EN,67ae36e6472072f99199d636,Tell me different Plane ticket price from different websites for a one way trip from Ontario to Ottawa ,Ottawa Trip 1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,09_05_2025_21_41_14_YwM,Correct,Correct ,incorrect,incorrect,Correct ,Correct ,incorrect,Correct,Correct ,incorrect,Correct ,incorrect,Correct ,incorrect,N/A,"Yes, I can identify the steps from the model's output",,09_05_2025_21_41_14_DvE,Correct,Correct,incorrect,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,67ae36e6472072f99199d636,14.0,4.0,14.0,4.0,True,True,False,False
2025-05-09 15:57:02,2025-05-09 16:47:23,IP Address,82.39.167.4,100,3021,True,2025-05-09 16:47:24,R_8NxLR6b2kD3g2a8,,,,,51.5323,0.7101,anonymous,EN,6668d4917e343a318af11adf,Compare prices of HP laptop model across different online retailers,Compare@retailers_1,Yes - text was produced showing the agent working through the task,This was quite a task,"Yes, I can identify the steps from the model's output",,09_05_2025_22_23_29_cgB,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,09_05_2025_22_23_29_IXB,incorrect,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,6668d4917e343a318af11adf,4.0,2.0,9.0,1.0,False,False,True,False
2025-05-09 16:26:34,2025-05-09 17:11:36,IP Address,136.55.181.8,100,2701,True,2025-05-09 17:11:37,R_7K1ysv6mGjgpiNj,,,,,33.8336,-84.3797,anonymous,EN,67d1e8cc4e0fd9dcd8ceed97,Give me a summary of this week's best-selling crypto coins.,Wikipedia_3,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,09_05_2025_22_39_53_FuI,Correct,Correct,incorrect,incorrect,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,09_05_2025_22_39_53_htb,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,67d1e8cc4e0fd9dcd8ceed97,5.0,1.0,5.0,1.0,True,True,False,False
2025-05-09 16:31:35,2025-05-09 17:15:33,IP Address,73.80.203.104,100,2637,True,2025-05-09 17:15:34,R_3Ea1qGxtNBUB1sx,,,,,40.4327,-74.4197,anonymous,EN,677d99129a69144291bf24bd,get me online price details comparison of samsung qled 75 inch tv from 5 leading retailers in usa along with price from samsung website ,samsungtv1,Yes - text was produced showing the agent working through the task,,"No, I cannot identify any steps clearly from the model's output",Error messages which are not really identifiable kind of javascript type of languages,09_05_2025_22_44_26_YNT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,09_05_2025_22_44_26_xEk,Correct,Correct,Correct,incorrect,incorrect,correct,correct,correct,correct,correct,correct,correct,incorrect,incorrect,incorrect,right,677d99129a69144291bf24bd,0.0,15.0,0.0,13.0,False,False,True,False
2025-05-09 17:10:38,2025-05-09 17:29:08,IP Address,172.59.78.118,100,1110,True,2025-05-09 17:29:09,R_5r2m2MDD1lxdbeV,,,,,38.9528,-94.4705,anonymous,EN,665f5744f064b435b440a803,how is the weather today,665f5744f064b435b440a803,Yes - text was produced showing the agent working through the task,nope,"Yes, I can identify the steps from the model's output",,09_05_2025_23_09_20_BUj,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,"No, I cannot identify any steps clearly from the model's output",failed,09_05_2025_23_09_20_MfC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,left,665f5744f064b435b440a803,15.0,0.0,3.0,0.0,False,False,True,False
2025-05-09 17:53:30,2025-05-09 18:15:04,IP Address,82.39.167.4,100,1293,True,2025-05-09 18:15:04,R_2X6ddrI1v9IKBvF,,,,,51.5323,0.7101,anonymous,EN,6668d4917e343a318af11adf,What are today's top 5 political news in UK,political.uk,Yes - text was produced showing the agent working through the task,This task was quite easy and tactical to complete ,"Yes, I can identify the steps from the model's output",,10_05_2025_00_01_48_pTG,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,10_05_2025_00_01_48_LVO,Correct,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,6668d4917e343a318af11adf,1.0,7.0,1.0,7.0,True,True,False,False
2025-05-09 17:56:49,2025-05-09 18:16:15,IP Address,86.140.203.231,100,1165,True,2025-05-09 18:16:15,R_2CCU5Z8Ziyymst9,,,,,55.1362,-6.6737,anonymous,EN,6776bd45548f97b8129afed9,What are today's top 10 most popular articles on buzzfeed?,buzzfeedtop10articles1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,10_05_2025_00_00_27_IAX,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,10_05_2025_00_00_27_TVe,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tie,6776bd45548f97b8129afed9,6.0,6.0,6.0,6.0,True,True,False,False
2025-05-09 17:55:32,2025-05-09 18:16:54,IP Address,154.6.177.46,100,1281,True,2025-05-09 18:16:54,R_1vrlsMfeylfab3H,,,,,37.751,-97.822,anonymous,EN,673cf6d476dc4af064402a8c,is deportation the best solution for illegal migrants?,data collection,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,09_05_2025_23_49_59_oZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,09_05_2025_23_49_59_ugh,correct,correct,correct,correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,right,673cf6d476dc4af064402a8c,0.0,4.0,1.0,5.0,False,False,True,False
2025-05-09 19:09:55,2025-05-09 19:51:31,IP Address,24.192.168.61,100,2495,True,2025-05-09 19:51:32,R_7WxuNjopoBhjby8,,,,,42.5538,-82.9185,anonymous,EN,62d43cee3d60ac98c1dcacc8,What are the names of the top 20 most frequently visited lakes in the world currently?,lakesasthetopic,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,10_05_2025_01_25_04_TAY,Correct,incorrect,Correct,Correct,Correct,Correct,Correct,incorrect,Correct,Correct,Correct,Correct,Correct,N/A,N/A,"Yes, I can identify the steps from the model's output",,10_05_2025_01_25_04_TTJ,Correct,incorrect,Correct,incorrect,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,62d43cee3d60ac98c1dcacc8,13.0,5.0,13.0,6.0,True,False,True,False
2025-05-09 19:03:58,2025-05-09 19:55:39,IP Address,86.109.86.205,100,3100,True,2025-05-09 19:55:39,R_7QFMEAaLV7eZEtF,,,,,35.7704,-78.6293,anonymous,EN,67d184729aa937ccec298d54,Find the titles and authors of the top 3 bestselling fiction books on Amazon's homepage today.,Amazon_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,10_05_2025_01_14_08_PHv,Correct,incorrect,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,10_05_2025_01_14_08_RLX,Correct,Correct,Correct,incorrect,incorrect,incorrect,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,67d184729aa937ccec298d54,3.0,7.0,3.0,7.0,True,True,False,False
2025-05-09 18:57:39,2025-05-09 20:00:48,IP Address,162.236.247.182,100,3789,True,2025-05-09 20:00:48,R_3Xp8VrfL51JTxeo,,,,,36.9689,-121.9903,anonymous,EN,67e70a61f963fecfc78db7ab,gifts under $25 for mother's day,mother_gift_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,10_05_2025_01_06_39_yrs,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,10_05_2025_01_06_39_PrQ,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,67e70a61f963fecfc78db7ab,1.0,1.0,1.0,1.0,True,True,False,False
