Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68168377bfc1bea952fd9fd3,668914213741d9029705d8b1,RETURNED,Not Applicable,2025-05-03T20:58:38.445000Z,2025-05-03T21:13:07.645000Z,,2025-05-03T21:13:08.108000Z,,CRYM76XF,323,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681683fe61cc6b9029a07a75,67685addd3f4842087031078,RETURNED,Not Applicable,2025-05-03T21:00:46.077000Z,,,,,,308,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae01b4b1a2f3f00869e95,67cec92ba2f1d9b1f0a677d3,RETURNED,Not Applicable,2025-05-07T04:23:56.954000Z,,,,,,390,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae01bee682392d880d0f0,67d78ea41b8c245feb328dde,RETURNED,Not Applicable,2025-05-07T04:24:11.193000Z,,,,,,590,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae01e52e2218a3bb91d0e,67ee5baa948ffae59af67a5a,RETURNED,Not Applicable,2025-05-07T04:23:01.109000Z,,,,,,212,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0205ab4418149082745,67ee9fb880b10fe380af1803,RETURNED,Not Applicable,2025-05-07T04:23:15.040000Z,,,,,,356,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae02406446fbe373b48fb,63c5c3192e709e19fc67d5dd,RETURNED,Not Applicable,2025-05-07T04:23:19.287000Z,,,,,,7616,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae02a68b97ee98c97b6a3,5f3c33aded53341b4d51098a,RETURNED,Not Applicable,2025-05-07T04:23:06.197000Z,,,,,,1211,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0370ce60006516aa04d,66cd09a1e2fb3850eaf08fd8,RETURNED,Not Applicable,2025-05-07T04:23:19.402000Z,,,,,,343,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae03d404b2202d4ad06aa,6643894e1f7aa75c4410d42b,RETURNED,Not Applicable,2025-05-07T04:23:29.232000Z,,,,,,1153,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0905d379f17a423e889,67e19b6d807ee26cc8e73fad,RETURNED,Not Applicable,2025-05-07T04:25:00.480000Z,,,,,,441,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae090db96ad83dc5dee7f,66854df2e5fef4239ff63a7d,RETURNED,Not Applicable,2025-05-07T04:24:56.911000Z,,,,,,1050,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0965d29a3de065bfdd3,67e1b5d6ac40666483762edd,RETURNED,Not Applicable,2025-05-07T04:34:54.197000Z,,,,,,291,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0989172f2fc2223b2aa,67e3f310e2ed4df9e5771e9d,RETURNED,Not Applicable,2025-05-07T04:25:04.077000Z,,,,,,572,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae09ce68fe2a8b760f476,6323781f75962af097c34b5e,RETURNED,Not Applicable,2025-05-07T04:25:00.280000Z,,,,,,2250,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae09d9348d75ecea65557,6711248dbac785b25397ceca,RETURNED,Not Applicable,2025-05-07T04:25:09.229000Z,,,,,,579,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae09ddda4afa3d5162e17,5d012930cfeb82001817c9c9,RETURNED,Not Applicable,2025-05-07T04:25:09.984000Z,,,,,,9236,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae09f6e08d460634df3c7,664ee40a174196c485eb6331,RETURNED,Not Applicable,2025-05-07T04:25:21.467000Z,,,,,,239,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0a897922037f285c330,67f4fd6512ff4293c3bd0a1b,RETURNED,Not Applicable,2025-05-07T04:32:50.695000Z,,,,,,91,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0aa9ec015299f5c36b2,67dc8f06e924a5e7d1fd9228,RETURNED,Not Applicable,2025-05-07T04:25:14.225000Z,,,,,,386,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0ac3303e8e478bd2b38,6703ab69f6a01dea5a435341,RETURNED,Not Applicable,2025-05-07T04:25:26.814000Z,,,,,,1114,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0ade0f6473f2e4e505c,67f00b145cf2440ca37929d4,RETURNED,Not Applicable,2025-05-07T04:25:17.795000Z,,,,,,290,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0c1f59024d65dc50cd5,67e469d0bbb689eacffa0ee0,RETURNED,Not Applicable,2025-05-07T04:25:37.572000Z,,,,,,234,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae0fccdbb65f4ac01bf78,67ec6ffaaddab3ab1fdf7e5d,RETURNED,Not Applicable,2025-05-07T04:27:05.999000Z,,,,,,111,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae10be4b38e80c2435d02,6731e0b82f48a64bb7af4caa,RETURNED,Not Applicable,2025-05-07T04:27:00.500000Z,,,,,,104,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae119d94a34a104d5e654,5dac4dad5e53cc001499f1f6,RETURNED,Not Applicable,2025-05-07T04:29:13.197000Z,,,,,,6781,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae1212c1ef3af35a59e1a,6770178aea4254c4597b8d88,RETURNED,Not Applicable,2025-05-07T04:29:35.541000Z,,,,,,545,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae1891c895d5c99830bb5,66c6fa245bf424072fb98375,RETURNED,Not Applicable,2025-05-07T04:29:02.706000Z,,,,,,694,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae18a5c01e5408152d7c8,5f0a7dec44c42c19a6c9f6d9,RETURNED,Not Applicable,2025-05-07T04:28:58.045000Z,,,,,,5294,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae19aa1861a88d4c1c4c5,5b5a822e1ad8270001c4f28d,RETURNED,Not Applicable,2025-05-07T04:29:14.095000Z,,,,,,10897,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae1d160167158460fd849,67f080382c31132cfbb584e6,RETURNED,Not Applicable,2025-05-07T04:30:09.698000Z,,,,,,171,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae1defef5939bf07c1c1d,67ed6ee5821f488e67ea554f,TIMED-OUT,Not Applicable,2025-05-07T04:30:22.962000Z,,,,688361.0,,167,English,62,Female,Black,United States,United States,United States,English,No,Part-Time
681ae1e4599c055ecbcc819a,67d26f091d1d3ba56b594c7d,RETURNED,Not Applicable,2025-05-07T04:31:53.233000Z,,,,,,752,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae1e548a08aa33bce2960,66c5118758e462c3fe742d2a,RETURNED,Not Applicable,2025-05-07T04:30:29.190000Z,,,,,,859,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae22f0b374b275ef50c99,671fcce446b3e46d24370110,RETURNED,Not Applicable,2025-05-07T04:32:29.964000Z,,,,,,1300,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae24ba388d5c12505fa4b,6813da744902baf71269402d,RETURNED,Not Applicable,2025-05-07T04:32:40.028000Z,,,,,,279,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae27d6a6102b15d50aaff,67e5a29edfe91a004ba97811,RETURNED,Not Applicable,2025-05-07T04:33:15.828000Z,,,,,,547,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae2a45bc2145cc3bb533c,67ed84f0157a46a0dcb9bac6,RETURNED,Not Applicable,2025-05-07T04:33:40.898000Z,,,,,,187,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae2ac60cc3c8102dca75f,67f1a1a2d8eb89cd0e5b8b6c,RETURNED,Not Applicable,2025-05-07T04:33:48.804000Z,,,,,,193,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae2b4b5e4843f2e6caef2,67f2a587daf45fd8104e6a50,RETURNED,Not Applicable,2025-05-07T04:33:56.397000Z,,,,,,150,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae2bea856d36561077745,67ce1065642e75fb03792cd2,RETURNED,Not Applicable,2025-05-07T04:34:06.637000Z,,,,,,226,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae2e11873cdbfc4ddd83d,62b09831e93e5781e698b0ba,RETURNED,Not Applicable,2025-05-07T04:34:59.482000Z,,,,,,547,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae2eb01b6547fa4fec905,67ad55a85ea2e987aa8244a2,RETURNED,Not Applicable,2025-05-07T04:35:37.458000Z,,,,,,9,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ae2f93779e1a0ede510d7,5e8a1827052175000938eb91,RETURNED,Not Applicable,2025-05-07T04:35:13.464000Z,,,,,,6045,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
