question,task,baseline_winner,model_preference,model_confidence,model_reasoning,agrees_with_baseline,ablation_type,model
Q22,What are today's top 10 most popular articles on buzzfeed?,Tie,Agent 2,0.9,"Agent 2 successfully navigated directly to the BuzzFeed website and began extracting article titles immediately. This approach was more efficient and direct compared to Agent 1, which relied on a Google search and multiple steps to reach the BuzzFeed Trending page. Agent 2 also demonstrated a clear understanding of the task by identifying and listing visible articles, indicating progress towards completing the task. Agent 1, on the other hand, did not extract any article titles within the provided trace. Therefore, Agent 2 performed better in terms of task completion success and efficiency.",False,full,gpt-4o
Q1,"How many nonstop flights to Las Vegas depart from Portland, Oregon every day and what airlines operate them?",Agent 1,Agent 1,0.92,"Agent 1 successfully executed a Google search for nonstop flights from PDX to LAS, clicked through to a relevant source, and extracted a concrete answer listing four carriers and their daily nonstop frequencies (Alaska, Spirit, Southwest, and Frontier for a total of about 8–11 flights per day). In contrast, Agent 2 never completed any browser interactions, repeatedly failed to return parsable JSON, and produced no result. Therefore, Agent 1 clearly better satisfied the user’s request.",True,full,o4-mini
Q2,Create a summary for the wikipedia article about Manchester Metrolink,Agent 1,Agent 1,0.93,"Agent 1 successfully executed a Google search for the Manchester Metrolink Wikipedia page, navigated to the correct article, and extracted key summary elements (ownership, operator, system type, network size, ridership, fleet details). The GIF confirms it clicked the appropriate search result and scraped the data. In contrast, Agent 2 repeatedly failed to parse its model output (three parsing errors), never advanced beyond Step 1, and did not extract or summarize any content. Therefore, Agent 1 clearly met the task requirements while Agent 2 failed to complete the task.",True,full,o4-mini
Q3,"Go to Etsy.com, browse the trending home décor category, and list the top 5 most popular items including their titles and prices.",Agent 1,Tie,0.86,"Neither agent successfully completed the user’s request. 

Agent 1 loaded Etsy.com but never reached a usable page—the trace shows repeated timeouts waiting for the search input and no further navigation into home décor or extraction of titles and prices. 

Agent 2 similarly navigated to Etsy.com but stalled on an unsolved CAPTCHA and never entered the trending home décor section or listed any items. 

Since both agents failed at the same high‐level step (accessing and scraping the site) and neither delivered the top-5 items, neither outperformed the other.",False,full,o4-mini
Q4,find me any recipe on food.com,Agent 1,Agent 1,0.92,"Agent 1 successfully navigated directly to food.com, located and clicked the ‘See Them All’ recipes link, and proceeded to display recipe results without encountering errors. The GIF confirms a smooth browsing flow and recipe discovery. In contrast, Agent 2 failed its first navigation (timeout), fell back to a Google search, and then was blocked by a CAPTCHA it could not bypass—stopping it from ever reaching food.com recipes. By the criteria of task completion (Agent 1 found a recipe), correctness (it reached the right site and content), efficiency (no unnecessary fallbacks), and error recovery (handled initial JSON parse glitch internally), Agent 1 clearly outperformed Agent 2.",True,full,o4-mini
Q5,visit the New York Times homepage and summarize the main story currently featured at the top of the page,Agent 1,Agent 2,0.82,"Both agents successfully navigated to the New York Times homepage and extracted the top story, but Agent 2 delivered a more precise and verifiable extraction. In its trace, Agent 2 captured the headline, actual published timestamp, and the first two paragraphs directly from the page—exactly the components the user requested. By contrast, Agent 1’s summary was higher-level and included additional ‘key points’ and a truncated ‘related stories’ list that appear less anchored to the page’s real content and more likely to be inferred. Efficiency and error handling were comparable, but on correctness and task fidelity, Agent 2 clearly outperformed Agent 1.",False,full,o4-mini
Q6,Name the Top 10 headlines from BBC News,Agent 1,Tie,0.5,Failed to parse model response,False,full,o4-mini
Q7,What are the today's top headlines from Fox News?,Agent 1,Agent 1,0.93,"Agent 1 successfully navigated directly to foxnews.com, scrolled to the appropriate section, and returned a structured JSON list of today’s top headlines. The GIF for Agent 1 confirms those exact steps. In contrast, Agent 2 repeatedly failed to parse its own model output, never reached a stable extraction step, and the GIF shows no successful headline retrieval. Therefore, Agent 1 clearly completed the task correctly and efficiently while Agent 2 did not.",True,full,o4-mini
Q8,"Please provide a list of the types of boats that can be rented at Piney Run Park in Eldersburg, Maryland and include the hourly rate.",Agent 1,Tie,0.85,"Neither agent completed the full workflow of clicking through to the official Carroll County site and extracting the definitive boat types and hourly rates. Both traces stop after the initial Google search and neither shows navigation to or scraping of the actual ‘Boating at Piney Run Park’ page. Agent 1 correctly initiated the search but never clicked or extracted data. Agent 2 extracted rates from search‐result snippets without verifying on the official site. Because both agents failed to fully complete the task, neither outperforms the other.",False,full,o4-mini
Q9,create a list of the top 20 best selling nintendo switch games,Agent 1,Tie,0.5,Failed to parse model response,False,full,o4-mini
Q10,a list of top 10 churches,Agent 1,Agent 1,0.9,"Agent 1 clearly completed the core task: it searched Google, clicked on the first relevant link, and extracted a full JSON list of the top 10 churches. The GIF for Agent 1 confirms that sequence. In contrast, Agent 2’s trace shows it searching but failing to perform any click or extraction action (its click payload is empty and it merely restates its memory). The GIF for Agent 2 likewise shows no further browsing or data capture. Thus Agent 1 succeeded in task completion and correctness, whereas Agent 2 stalled.",True,full,o4-mini
Q11,What are the top video titles on youtube homepage?,Agent 1,Tie,0.75,"Both agents failed to extract any video titles from the YouTube homepage. Agent 1 successfully navigated to youtube.com and even clicked on the Home tab, but it still saw the “Try searching to get started” message and never recovered or produced any titles. Agent 2 likewise reached the site and attempted a scroll and extract_content action, but it produced an invalid output schema and thus no data was extracted. Neither agent completed the task, and neither showed a meaningful advantage in efficiency or error recovery over the other.",False,full,o4-mini
Q12,Check all ticket touting websites and find the cheapest ticket I can get to Man City vs Bournemouth on the 20th of May,Agent 1,Agent 1,0.82,"Agent 1 made demonstrable progress toward the user’s goal by identifying and navigating to a resale site (SeatPick) and even cataloguing a sample lowest price ($51). Its trace shows a clear sequence: a targeted Google search, followed by a click, successful navigation, and memory of the cheapest offer seen so far. By contrast, Agent 2’s trace got stuck immediately after its first navigation step—with a JSON parsing failure—and never surfaced any actual ticket listings or prices on the GIF. In short, Agent 1 advanced further down the path of finding and comparing tickets, whereas Agent 2 stalled before yielding any meaningful data.",True,full,o4-mini
Q13,List out the symptoms of Vitamin D deficiency from WebMd and any other medical website,Agent 1,Agent 1,0.88,"Agent 1 made concrete progress toward the goal by performing a Google search for the WebMD page, handling a click failure gracefully, and successfully navigating directly to the WebMD Vitamin D deficiency URL. In contrast, Agent 2 stalled early—after the initial search it hit a JSON parsing error and never actually navigated or extracted any content. Thus Agent 1 demonstrated better task progress, error recovery, and likelihood of completing the symptom extraction task.",True,full,o4-mini
Q16,"give me a recipe for making pasta with cheese from the top 3 cooking websites, make it environmentally sustainable.",Agent 1,Agent 1,0.78,"Neither agent actually produced the final sustainable cheese-pasta recipe, but Agent 1 at least initiated the correct multi-site search and navigated into a BBC GoodFood 'super-green mac ’n’ cheese' result. The trace shows it issued the targeted Google search (site:allrecipes.com OR epicurious.com OR bbcgoodfood.com) and clicked on a valid recipe, demonstrating progress toward extracting ingredients and sustainability notes. By contrast, Agent 2 failed to produce any JSON output or carry out any page interactions (it repeatedly parsed to empty responses). Therefore, Agent 1 showed substantially more progress toward task completion and better error recovery/step organization, even though it did not fully finish the recipe extraction.",True,full,o4-mini
Q17,Tell me different Plane ticket price from different websites for a one way trip from Ontario to Ottawa,Agent 1,Agent 1,0.87,"Agent 1 at least performed the Google search, attempted to click through multiple flight-search sites (Expedia, then Kayak), and even recovered from the bot-block on Expedia by going back to the results. Although it didn’t finish all three sites, it showed a reasonable multi-step strategy and error handling. Agent 2, by contrast, never executed a single browser action: its trace is full of parse failures and the GIF is just the start screen. Under the criteria of task completion and error recovery, Agent 1 clearly outperformed Agent 2.",True,full,o4-mini
Q18,Compare prices of HP laptop model across different online retailers,Agent 1,Tie,0.82,"Neither agent actually completed the task of comparing HP laptop prices. 

• Agent 1: Successfully issued a Google search for “HP Pavilion 15 laptop price comparison” and identified potential retailers (HP.com, Best Buy, Klarna, Amazon), but then failed to click through or extract any price details due to a JSON parsing error at Step 3. The GIF shows no further interaction beyond the initial search.  

• Agent 2: Attempted a generic Google search for “HP laptop” but also immediately failed to emit valid JSON for the search action. The GIF likewise shows no navigation past the blank page.  

In terms of task completion, correctness, efficiency, and error recovery, both agents stalled at the same early point and produced no price comparison. Therefore, neither outperformed the other.",False,full,o4-mini
Q19,get me online price details comparison of samsung qled 75 inch tv from 5 leading retailers in usa along with price from samsung website,Agent 2,Tie,0.5,Failed to parse model response,False,full,o4-mini
Q20,Give me a summary of this week's best-selling crypto coins.,Agent 1,Agent 1,0.85,"Agent 1 at least kicked off the workflow—launching a Google search for weekly crypto movers, clicking through to CoinMarketCap, and attempting to switch to the 7-day view—whereas Agent 2 never advanced past the blank page due to repeated JSON parsing errors and produced no browser actions.  Although Agent 1 has not yet fully extracted the data, it demonstrably progressed toward the goal while Agent 2 stalled immediately.",True,full,o4-mini
Q22,What are today's top 10 most popular articles on buzzfeed?,Tie,Tie,0.78,"Neither agent actually completed the task in the provided recordings. In their execution traces, Agent 1 correctly plans to Google “BuzzFeed top 10 most popular articles today,” clicks through to a Trending page, scrolls, and attempts extraction. Agent 2 takes a more direct approach by navigating to buzzfeed.com, scrolling, and inspecting homepage items. However, in both GIF recordings—the ground truth of what actually happened—you only see the initial prompt displayed, with no visible navigation, clicks, or extractions by either agent. Because neither agent’s browser interactions go beyond the question screen, we cannot credit one over the other for task success, correctness, or efficiency. As a result, the fair conclusion is a tie.",True,full,o4-mini
Q1,"How many nonstop flights to Las Vegas depart from Portland, Oregon every day and what airlines operate them?",Agent 1,Agent 2,0.9,"Agent 2 successfully completed the task by finding the number of nonstop flights from Portland to Las Vegas and the airlines operating them. The agent navigated efficiently to a flight search website, entered the correct details, and retrieved the necessary information. Agent 1, on the other hand, struggled to find the correct information and did not complete the task successfully. Agent 2 demonstrated better task completion success, correctness, and efficiency.",False,gif_only,gpt-4o
Q2,Create a summary for the wikipedia article about Manchester Metrolink,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to the Wikipedia page for Manchester Metrolink and provided a summary based on the content. The agent demonstrated efficiency by quickly locating the relevant information and extracting key points. Agent 1, on the other hand, failed to access the Wikipedia page and instead provided a generic response without specific details from the article. Therefore, Agent 2 completed the task more effectively and accurately.",False,gif_only,gpt-4o
Q3,"Go to Etsy.com, browse the trending home décor category, and list the top 5 most popular items including their titles and prices.",Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to Etsy.com, accessed the trending home décor category, and listed the top 5 most popular items with their titles and prices. The process was efficient and direct, with no unnecessary steps. Agent 1, on the other hand, failed to complete the task as it did not access the trending home décor category or list any items. Agent 2 demonstrated better task completion success and efficiency, leading to a higher confidence in its performance.",False,gif_only,gpt-4o
Q4,find me any recipe on food.com,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated directly to food.com, used the search function efficiently, and quickly found a recipe. Agent 1, on the other hand, took a longer route by first searching on Google, which involved additional steps and time. Agent 2's approach was more direct and efficient, leading to faster task completion. Both agents completed the task, but Agent 2 did so with greater efficiency and fewer unnecessary steps.",False,gif_only,gpt-4o
Q5,visit the New York Times homepage and summarize the main story currently featured at the top of the page,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to the New York Times homepage and provided a summary of the main story featured at the top of the page. The agent demonstrated efficiency by quickly locating the main story and summarizing it accurately. Agent 1, on the other hand, encountered an error and did not complete the task. Agent 2's performance was smooth and effective, leading to a higher confidence in its task completion success.",False,gif_only,gpt-4o
Q6,Name the Top 10 headlines from BBC News,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to the BBC News website and retrieved the top 10 headlines efficiently. The agent demonstrated a clear understanding of the task by directly accessing the news section and listing the headlines. Agent 1, on the other hand, failed to complete the task as it did not retrieve any headlines. Agent 2's performance was both correct and efficient, while Agent 1 did not achieve the task completion.",False,gif_only,gpt-4o
Q7,What are the today's top headlines from Fox News?,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to the Fox News website, located the top headlines, and provided a clear list of them. The agent demonstrated efficiency by directly accessing the homepage and quickly identifying the relevant section for top headlines. Agent 1, on the other hand, failed to load the Fox News website and did not provide any headlines. Therefore, Agent 2 completed the task successfully, while Agent 1 did not. This makes Agent 2 the better performer in terms of task completion success and correctness.",False,gif_only,gpt-4o
Q8,"Please provide a list of the types of boats that can be rented at Piney Run Park in Eldersburg, Maryland and include the hourly rate.",Agent 1,Agent 1,0.9,"Agent 1 successfully navigated to the Piney Run Park website and found the relevant information about boat rentals, including the types of boats and their hourly rates. The agent completed the task efficiently and accurately. Agent 2, on the other hand, struggled to find the correct information and ended up on unrelated pages, failing to provide the requested details. Therefore, Agent 1 performed better in terms of task completion success, correctness, and efficiency.",True,gif_only,gpt-4o
Q9,create a list of the top 20 best selling nintendo switch games,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to a reliable source (Wikipedia) and retrieved a comprehensive list of the top 20 best-selling Nintendo Switch games. The agent demonstrated efficiency by quickly identifying and selecting the appropriate link, and correctness by providing accurate information. Agent 1, on the other hand, struggled to find the correct information, as it navigated through multiple pages without successfully retrieving the desired list. Agent 2's performance was more efficient and accurate, leading to a higher confidence in its task completion.",False,gif_only,gpt-4o
Q10,a list of top 10 churches,Agent 1,Agent 2,0.9,"Agent 2 successfully completed the task by providing a list of top 10 churches with relevant details. The agent navigated efficiently to a reliable source and extracted the information accurately. Agent 1, on the other hand, failed to provide a list of churches and instead displayed a message indicating an error or lack of information. Agent 2 demonstrated better task completion success, correctness, and efficiency, while Agent 1 did not complete the task successfully.",False,gif_only,gpt-4o
Q11,What are the top video titles on youtube homepage?,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to the YouTube homepage and retrieved the top video titles efficiently. The agent demonstrated a clear and direct approach to completing the task without unnecessary steps. Agent 1, on the other hand, encountered an error and did not manage to retrieve the video titles, failing to complete the task. Therefore, Agent 2 performed better in terms of task completion success and efficiency.",False,gif_only,gpt-4o
Q12,Check all ticket touting websites and find the cheapest ticket I can get to Man City vs Bournemouth on the 20th of May,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated multiple ticket touting websites and found the cheapest ticket available for the Man City vs Bournemouth match on the 20th of May. The agent demonstrated efficiency by quickly identifying relevant websites and comparing prices. Agent 1, on the other hand, struggled with navigation and did not complete the task of finding the cheapest ticket. Agent 2's performance was more effective and accurate, leading to a higher confidence in its task completion.",False,gif_only,gpt-4o
Q13,List out the symptoms of Vitamin D deficiency from WebMd and any other medical website,Agent 1,Agent 2,0.9,"Agent 2 successfully completed the task by listing symptoms of Vitamin D deficiency from both WebMD and another medical website, Healthline. The agent navigated efficiently, directly accessing the relevant pages and extracting the necessary information. Agent 1, on the other hand, only retrieved information from WebMD and did not fulfill the requirement to use an additional medical website. Therefore, Agent 2 demonstrated better task completion and correctness.",False,gif_only,gpt-4o
Q16,"give me a recipe for making pasta with cheese from the top 3 cooking websites, make it environmentally sustainable.",Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to three top cooking websites: AllRecipes, Food Network, and Epicurious. It efficiently gathered pasta with cheese recipes from each site and provided suggestions for making them environmentally sustainable, such as using organic ingredients and reducing waste. Agent 1, on the other hand, only visited one website and did not provide a comprehensive solution. Agent 2 demonstrated better task completion, correctness, and efficiency.",False,gif_only,gpt-4o
Q17,Tell me different Plane ticket price from different websites for a one way trip from Ontario to Ottawa,Agent 1,Agent 2,0.9,"Agent 2 successfully completed the task by visiting multiple websites and retrieving different plane ticket prices for a one-way trip from Ontario to Ottawa. The agent demonstrated efficiency by quickly navigating through the websites and providing accurate information. Agent 1, on the other hand, only visited one website and did not provide a variety of prices from different sources, which was the main requirement of the task. Therefore, Agent 2 performed better in terms of task completion success and correctness.",False,gif_only,gpt-4o
Q18,Compare prices of HP laptop model across different online retailers,Agent 1,Agent 2,0.9,"Agent 2 performed better in terms of task completion success and efficiency. It quickly navigated to multiple online retailers, searched for the specific HP laptop model, and compared prices effectively. Agent 1, on the other hand, took more time and seemed to struggle with navigating between different retailers, which affected its efficiency. Both agents managed to find prices, but Agent 2 did so more swiftly and with fewer unnecessary steps. There were no significant errors in either agent's process, but Agent 2's approach was more streamlined.",False,gif_only,gpt-4o
Q19,get me online price details comparison of samsung qled 75 inch tv from 5 leading retailers in usa along with price from samsung website,Agent 2,Agent 2,0.9,"Agent 2 successfully completed the task by visiting multiple retailer websites and the Samsung website to gather price details for the Samsung QLED 75-inch TV. The agent efficiently navigated through the websites, ensuring the information was accurate and relevant. Agent 1, on the other hand, struggled with task completion, as it did not visit the required number of retailer websites or gather comprehensive price details. Agent 2 demonstrated better task completion success, correctness, and efficiency, leading to a higher confidence in its performance.",True,gif_only,gpt-4o
Q20,Give me a summary of this week's best-selling crypto coins.,Agent 1,Agent 2,0.9,"Agent 2 successfully navigated to a cryptocurrency website and provided a summary of the best-selling crypto coins for the week. The agent efficiently accessed the relevant information and presented it accurately. In contrast, Agent 1 encountered an error and was unable to complete the task, as it failed to load the necessary page to retrieve the information. Therefore, Agent 2 demonstrated better task completion success, correctness, and efficiency.",False,gif_only,gpt-4o
Q22,What are today's top 10 most popular articles on buzzfeed?,Tie,Agent 1,0.9,"Agent 1 successfully navigated to BuzzFeed's homepage, located the 'Trending' section, and accurately listed the top 10 most popular articles. The process was efficient and direct, with no unnecessary steps. Agent 2, on the other hand, failed to access the BuzzFeed website and did not provide any information about the top articles. Therefore, Agent 1 completed the task successfully, while Agent 2 did not.",False,gif_only,gpt-4o
Q1,"How many nonstop flights to Las Vegas depart from Portland, Oregon every day and what airlines operate them?",Agent 1,Tie,0.85,"Neither agent took any meaningful steps toward answering the user’s question. Both recordings only show the initial prompt and no subsequent browsing, searching, data extraction, or results. Because both failed equally to complete the task, the comparison is a tie.",False,gif_only,o4-mini
Q2,Create a summary for the wikipedia article about Manchester Metrolink,Agent 1,Tie,0.85,"Both GIF recordings only display the initial task prompt without any visible browsing steps, page navigation, or summary generation. Since neither agent’s actions toward completing the task can be observed, neither demonstrated successful task completion or clear correctness – resulting in a tie.",False,gif_only,o4-mini
Q3,"Go to Etsy.com, browse the trending home décor category, and list the top 5 most popular items including their titles and prices.",Agent 1,Tie,0.9,"Neither agent’s recording shows any navigation, browsing, or extraction of item titles and prices from Etsy. Both GIFs display only the initial task prompt and no follow-up actions. Since neither agent completed the required steps, neither outperforms the other.",False,gif_only,o4-mini
Q4,find me any recipe on food.com,Agent 1,Tie,0.87,"Neither agent demonstrated any meaningful browser interactions to navigate to food.com or locate a recipe. Both recordings simply restated the user’s request without taking steps to open the site, search for recipes, or extract recipe details. Consequently, both agents equally failed to complete the task.",False,gif_only,o4-mini
Q5,visit the New York Times homepage and summarize the main story currently featured at the top of the page,Agent 1,Tie,0.82,"Neither agent actually navigated to the New York Times homepage or extracted and summarized the featured top story. Both recordings only show the initial prompt text and no subsequent browsing steps or summary output. As a result, neither agent made progress toward completing the task, yielding equal performance.",False,gif_only,o4-mini
Q6,Name the Top 10 headlines from BBC News,Agent 1,Tie,0.85,"Both Agent 1 and Agent 2 recordings show only the initial prompt screen (‘Name the Top 10 headlines from BBC News’) and no further browsing actions or results. Neither agent carried out any steps toward retrieving the headlines or demonstrated error handling, so both equally failed to complete the task.",False,gif_only,o4-mini
Q7,What are the today's top headlines from Fox News?,Agent 1,Tie,0.85,"Based on the provided GIF recordings, neither agent proceeds beyond displaying the initial prompt. Both agents fail to navigate to Fox News or fetch any headlines, resulting in no task progress for either. Therefore, neither outperforms the other.",False,gif_only,o4-mini
Q8,"Please provide a list of the types of boats that can be rented at Piney Run Park in Eldersburg, Maryland and include the hourly rate.",Agent 1,Tie,0.5,Error during evaluation,False,gif_only,o4-mini
Q9,create a list of the top 20 best selling nintendo switch games,Agent 1,Tie,0.3,"Both GIF recordings appear identical, showing only the initial query prompt without any visible browser interactions or differing steps. With no evidence of one agent completing the task more accurately, efficiently, or differently, there is insufficient basis to prefer one over the other.",False,gif_only,o4-mini
Q10,a list of top 10 churches,Agent 1,Tie,0.03,"Both recordings show only the initial query (‘a list of top 10 churches’) with no visible browsing steps or results returned. Neither agent demonstrates successful task completion, so neither outperforms the other given the provided evidence.",False,gif_only,o4-mini
